STATE BANK OF INDIA,Hindustan Aeronautics Ltd,PANACEA BIOTEC LTD.,HINDUSTAN COPPER LTD.,HAVELLS INDIA LTD.,ITC LTD.,BAYER CROPSCIENCE LTD.,BHARAT ELECTRONICS LTD.,BHARAT HEAVY ELECTRICALS LTD.,GREAT EASTERN SHIPPING CO.LTD.,Tata Consumer Products Ltd,MARUTI SUZUKI INDIA LTD.,COAL INDIA LTD.,MRF LTD.,ENGINEERS INDIA LTD.,INFOSYS LTD.,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,Quick Heal Technologies Ltd,STEEL AUTHORITY OF INDIA LTD.,BAJAJ ELECTRICALS LTD.-$,Zee Media Corporation Limited,ATUL AUTO LTD.-$,HINDUSTAN MOTORS LTD.,RUCHI SOYA INDUSTRIES LTD.,BANCO PRODUCTS (INDIA) LTD.-$,JAY SHREE TEA & INDUSTRIES LTD.,IFB AGRO INDUSTRIES LTD.,HINDUJA GLOBAL SOLUTIONS LTD.,ANDHRA CEMENTS LTD.,TILAKNAGAR INDUSTRIES LTD.-$
353.45,956.3,332.6,154.85,990.85,202.7,5331.0,131.8,48.3,314.85,671.8,6459.8,133.15,80721.45,72.85,1353.9,3483.45,185.15,119.45,1148.35,6.47,183.2,6.75,681.55,155.65,80.5,418.0,1717.5,5.35,36.6
350.45,952.55,333.6,154.65,1003.45,200.95,5282.35,130.2,53.4,329.7,677.1,6598.3,132.2,79871.7,72.7,1351.8,3479.35,184.4,127.75,1189.1,6.28,176.0,6.81,690.4,155.15,85.95,423.55,1712.0,5.34,41.5
351.6,953.7,335.1,151.8,984.75,199.55,5384.2,132.8,52.45,344.5,644.95,6508.1,132.8,78648.1,73.9,1329.55,3474.8,182.0,127.95,1147.8,6.53,175.15,6.62,678.85,153.8,89.25,417.6,1688.3,5.38,43.05
355.35,968.6,320.2,151.3,997.95,201.55,5340.4,137.9,56.6,402.4,649.4,6591.9,133.0,78241.6,74.15,1341.6,3543.55,182.7,130.2,1150.8,6.81,173.5,6.68,682.3,154.8,90.6,419.9,1681.35,5.37,42.45
355.5,957.85,336.2,156.4,1006.55,202.75,5338.4,142.4,58.0,388.2,653.4,6665.9,134.6,77920.95,73.5,1361.15,3490.9,186.05,133.65,1117.25,7.49,172.85,6.64,676.3,154.4,87.1,419.2,1675.15,5.42,41.2
358.2,959.95,353.0,172.0,1000.95,205.35,5314.65,137.9,57.85,381.45,629.0,6702.9,136.8,77465.05,74.9,1352.4,3566.45,183.7,144.25,1115.4,8.23,172.0,6.79,674.55,152.05,91.7,412.2,1663.85,5.73,41.0
361.8,968.6,370.65,189.2,1005.15,205.55,5393.3,144.8,65.7,393.0,633.1,6757.35,147.15,78400.25,78.25,1339.5,3655.3,184.1,146.25,1138.95,8.11,173.85,6.71,737.75,152.4,98.7,416.1,1680.6,5.92,42.55
364.45,1000.6,359.75,185.65,1029.6,204.05,5468.75,148.65,73.35,391.25,641.85,6738.95,155.55,78629.4,81.9,1330.7,3767.8,186.25,140.5,1176.25,8.17,174.3,6.72,759.7,152.05,102.0,433.45,1661.15,6.48,42.85
367.85,1007.85,375.2,175.75,1008.05,203.3,5485.8,146.7,71.35,378.1,639.7,6820.4,153.5,77333.8,78.8,1326.95,3695.3,184.35,132.2,1155.55,8.57,175.0,6.92,738.75,150.55,97.05,484.2,1668.5,6.21,43.2
360.5,983.2,380.5,171.05,996.15,212.35,5413.75,143.35,68.0,398.3,645.05,6738.15,146.65,76161.8,78.55,1316.8,3694.45,189.55,127.2,1116.55,8.57,173.3,7.26,742.0,147.75,92.95,465.95,1662.0,6.09,41.75
383.4,1001.95,384.9,170.15,1031.35,212.55,5390.3,148.1,71.2,409.45,653.7,6723.5,148.25,78198.95,82.0,1329.15,3523.9,227.45,130.55,1119.6,8.99,176.75,7.62,776.7,148.95,99.55,453.6,1668.9,6.35,41.35
382.35,1007.95,373.4,178.8,1071.65,210.05,5263.0,154.6,71.75,400.2,652.9,6810.75,146.45,79241.15,80.95,1339.95,3539.55,218.25,131.9,1144.9,9.43,187.25,8.0,811.75,150.85,99.35,460.65,1665.5,6.36,41.3
384.25,1013.9,374.2,174.9,1073.65,207.75,5343.0,155.05,73.7,402.55,654.4,6775.6,151.9,79645.65,83.2,1336.55,3539.75,222.7,128.55,1140.8,9.9,189.3,8.27,844.6,149.55,100.45,453.9,1732.5,6.42,43.4
384.55,1012.6,380.25,171.0,1072.65,207.0,5390.05,156.8,72.5,399.55,644.55,6737.55,146.7,81434.25,80.95,1339.45,3621.15,220.45,121.5,1143.45,10.32,190.0,8.22,929.05,148.75,98.3,455.55,1728.6,6.36,42.2
401.1,1025.75,372.15,168.95,1027.85,209.05,5406.2,157.55,72.2,403.35,649.25,6811.65,147.2,82192.7,80.9,1354.7,3655.3,226.95,122.05,1132.95,9.81,188.5,7.83,1021.95,165.25,101.8,483.2,1754.2,6.39,42.8
412.05,1014.5,386.8,170.7,1015.75,211.5,5309.1,156.8,72.45,409.45,639.75,6885.9,148.9,82582.5,81.75,1348.15,3711.8,236.2,124.75,1138.4,9.32,187.85,7.61,1073.0,170.35,99.65,500.3,1821.05,6.35,43.2
412.25,1026.75,406.1,169.2,994.7,210.85,5264.45,149.2,74.5,407.8,650.15,6909.75,147.5,82179.35,84.15,1361.9,3595.5,233.8,123.95,1128.4,9.78,185.25,7.53,1126.65,170.5,104.4,478.1,1818.9,6.65,42.45
413.55,1035.6,426.4,168.75,996.45,210.55,5305.7,149.85,72.5,411.5,641.7,7028.45,145.7,81630.85,85.15,1397.35,3509.7,231.55,118.75,1091.55,10.1,186.95,7.88,1073.55,165.75,101.6,471.9,1771.65,7.31,42.3
425.3,1034.2,439.2,171.45,1020.05,211.2,5287.65,148.0,73.3,410.9,649.05,6964.15,144.55,82831.4,86.45,1404.65,3483.45,229.5,122.3,1097.65,9.63,186.65,8.14,1019.9,165.05,100.6,476.95,1782.4,8.04,43.0
422.05,1029.0,428.45,173.9,1017.6,212.85,5275.9,144.8,71.85,414.7,654.8,6955.95,146.85,83349.0,84.3,1404.8,3523.2,223.9,120.95,1083.65,9.45,192.7,8.18,1070.85,156.15,98.1,471.7,1835.95,8.44,41.0
424.25,1020.15,409.85,170.15,1030.8,216.6,5299.3,145.35,71.05,411.2,663.7,7087.35,147.8,83632.45,84.95,1393.65,3475.6,227.45,126.55,1054.2,9.88,193.65,8.25,1087.6,158.0,97.8,471.2,1785.3,8.86,36.7
432.6,1031.0,414.8,162.5,1029.2,215.2,5250.2,146.9,71.1,424.55,665.55,7091.05,147.6,83207.1,83.15,1387.4,3510.8,222.45,121.2,1058.25,9.39,190.45,7.96,1051.5,159.85,95.75,479.65,1799.8,9.3,34.75
437.2,1036.5,415.3,162.65,1046.35,209.0,5302.3,150.35,72.2,429.65,673.3,7183.1,149.0,84391.6,85.2,1379.75,3526.0,228.0,121.85,1067.2,9.61,186.8,7.85,1083.35,161.3,96.1,485.15,1950.6,9.76,37.25
439.65,1048.7,401.05,161.85,1072.8,209.1,5297.35,151.2,72.3,431.15,679.85,7207.45,149.1,84459.3,84.95,1389.5,3536.15,227.7,122.35,1068.45,9.85,188.0,7.92,1137.5,162.3,97.7,493.55,2026.6,10.24,37.15
433.6,1063.25,391.95,159.05,1056.4,208.8,5303.25,152.7,73.9,423.8,686.7,7213.95,153.1,84929.5,84.25,1385.2,3512.15,230.05,122.95,1061.85,9.78,192.35,7.95,1194.35,164.6,98.25,504.1,2250.5,10.75,38.05
432.4,1065.0,394.55,161.25,1050.4,211.45,5309.05,153.35,77.0,416.35,700.0,7279.3,156.2,82391.75,88.2,1389.6,3554.75,234.8,123.0,1056.6,9.83,198.6,8.07,1254.05,168.7,98.65,509.5,2406.05,11.28,38.55
427.15,1069.5,382.55,157.9,1038.55,213.65,5297.6,152.9,75.75,414.75,709.9,7335.7,155.95,81351.5,87.85,1412.95,3576.65,237.1,121.4,1053.75,9.69,197.95,8.02,1316.75,167.2,104.5,514.65,2374.1,11.84,37.85
421.45,1047.05,367.95,159.5,1027.25,212.4,5280.15,150.7,74.8,413.65,702.65,7240.0,156.3,80213.85,83.75,1414.7,3503.6,237.5,124.45,1054.4,10.07,191.55,7.92,1251.35,164.6,102.1,500.55,2353.7,12.43,37.15
432.25,1040.75,377.4,160.05,1023.3,209.4,5348.05,151.95,75.8,409.95,707.45,7199.15,156.5,82191.5,84.5,1424.55,3542.5,252.2,128.55,1055.0,10.54,193.9,8.71,1238.85,166.05,103.95,517.35,2394.9,13.05,37.5
429.55,1045.65,396.7,169.35,1017.35,207.95,5474.1,154.0,76.2,399.95,715.3,7220.7,162.65,82143.55,83.95,1446.75,3692.85,247.55,135.05,1051.25,10.37,196.15,9.01,1242.35,169.3,103.65,539.9,2527.85,13.7,36.85
430.35,1051.45,395.3,166.95,1019.55,207.25,5593.7,151.75,67.35,401.4,714.65,7176.8,159.3,82496.15,83.85,1461.4,3672.9,248.0,137.25,1047.75,10.88,194.85,8.81,1264.15,168.65,103.75,544.9,2579.25,14.38,37.15
429.5,1042.7,389.95,162.55,1017.8,207.1,5714.35,150.65,69.65,403.8,718.85,7168.45,157.1,82848.6,84.1,1472.85,3748.45,254.8,137.25,1049.8,11.42,197.0,8.81,1250.05,173.45,103.95,540.65,2591.3,15.09,37.3
425.95,1029.85,386.2,157.15,1007.25,207.85,5639.25,149.7,66.95,410.6,735.85,7112.65,155.45,82524.0,83.6,1480.3,3699.0,252.0,131.25,1044.8,11.09,194.85,8.7,1196.1,185.4,108.05,537.95,2535.5,15.73,37.2
420.2,1027.15,376.3,152.75,997.35,205.5,5672.25,146.15,65.5,404.2,745.1,6968.75,152.05,82681.45,82.5,1497.05,3580.5,248.8,128.3,1015.3,10.54,198.05,8.58,1208.55,185.95,105.55,539.15,2410.65,16.51,40.05
412.8,1013.95,370.45,143.9,997.15,204.6,5577.3,146.25,64.3,403.75,739.6,6958.7,146.55,82692.05,81.05,1504.5,3536.75,242.65,124.0,994.3,10.27,192.65,8.38,1206.6,184.85,105.5,646.95,2358.25,17.33,40.35
419.55,1007.75,365.4,149.2,982.95,204.55,5564.0,149.2,67.8,400.6,742.85,6901.5,147.5,81761.35,80.9,1500.35,3595.7,270.1,126.9,998.05,10.78,190.3,8.45,1184.6,185.95,103.8,613.65,2476.15,18.19,41.0
418.75,1001.95,383.5,152.6,999.15,205.05,5552.35,151.35,66.75,401.75,756.5,7263.75,148.65,81803.9,81.9,1511.7,3557.75,276.85,127.25,1020.8,10.55,191.1,8.2,1179.6,187.55,104.95,610.55,2599.95,19.09,40.5
418.9,1021.05,375.45,152.5,998.15,204.05,5549.8,168.35,66.05,401.55,757.8,7432.95,148.45,81973.95,81.55,1502.85,3584.2,268.35,124.1,1040.35,10.17,188.9,8.09,1159.9,185.7,105.7,584.7,2586.4,18.42,40.7
417.1,1019.3,373.3,149.1,991.15,203.35,5623.45,171.05,64.7,394.6,757.15,7529.6,146.5,80971.75,80.85,1559.15,3596.95,271.2,125.0,1036.55,10.0,191.0,8.89,1118.4,197.7,103.7,582.25,2466.8,17.5,40.0
428.75,1036.6,379.5,154.15,999.1,205.05,5602.85,175.0,65.25,382.85,757.75,7643.7,148.7,80515.25,80.85,1574.45,3632.2,268.15,131.4,1042.8,10.5,190.45,8.81,1083.55,192.4,103.0,578.4,2440.8,16.63,39.95
426.65,1041.8,377.3,148.25,992.45,203.65,5649.25,173.85,66.3,385.0,766.3,7593.85,147.2,80544.75,80.75,1571.55,3591.05,271.9,133.2,1035.0,11.02,185.05,8.67,1137.7,163.4,102.6,576.25,2319.75,15.8,39.55
421.5,1036.45,374.65,146.25,979.25,203.35,5700.85,174.7,64.9,385.9,757.95,7484.65,144.55,80204.05,80.55,1562.6,3573.05,269.7,130.35,1028.7,11.57,186.1,8.98,1194.55,161.45,104.75,562.4,2378.05,16.59,37.95
419.25,1021.35,368.95,144.15,979.95,202.75,5785.6,178.0,65.8,388.75,753.8,7513.8,146.6,80057.4,79.6,1581.25,3650.3,270.4,130.6,1027.6,12.14,187.7,9.39,1160.55,157.85,104.9,562.55,2403.15,15.77,37.75
420.4,1014.95,372.8,142.95,988.8,203.0,5722.6,184.7,64.9,388.9,755.35,7585.9,145.65,80987.5,79.0,1560.45,3631.3,284.7,127.0,1044.2,12.74,187.3,9.13,1114.8,161.35,102.65,607.55,2453.5,15.0,37.75
424.55,1067.1,377.4,140.8,985.5,202.4,5671.7,180.55,65.9,383.95,764.35,7569.8,147.6,81150.95,79.1,1567.4,3622.6,287.95,124.35,1048.2,13.37,187.25,8.91,1103.6,160.9,105.5,597.1,2534.85,15.75,38.2
432.7,1061.85,397.35,147.75,1022.25,203.6,5637.85,179.2,65.95,378.45,766.5,7597.6,149.85,80857.25,80.5,1579.1,3596.85,298.05,125.55,1050.45,14.03,188.05,9.26,1111.7,161.15,105.1,624.0,2500.05,16.5,37.75
429.65,1100.95,387.0,145.25,1020.75,202.55,5674.1,180.95,64.45,379.55,763.65,7511.85,147.55,80425.05,79.35,1562.5,3737.9,291.1,123.1,1050.75,13.33,195.7,9.06,1090.0,158.85,104.05,609.7,2400.65,17.3,43.2
432.55,1097.95,378.6,148.15,1021.1,203.7,5670.5,182.85,67.85,378.0,763.65,7451.35,147.5,80749.55,78.85,1563.8,3724.2,294.1,128.1,1052.2,12.76,196.55,8.79,1074.65,159.15,109.4,611.85,2404.0,18.15,43.9
424.4,1148.5,374.5,145.9,1028.8,202.05,5590.2,180.75,67.0,371.65,762.85,7400.9,146.25,80419.55,79.85,1560.5,3769.75,287.7,122.9,1046.55,12.93,196.2,8.83,1054.35,158.55,119.0,606.9,2435.65,19.05,47.45
423.6,1117.55,376.65,146.2,1022.85,201.4,5592.9,180.85,66.45,369.15,764.9,7425.15,146.7,79980.25,79.2,1562.75,3948.8,283.9,125.05,1037.45,13.05,193.3,8.75,1107.05,158.1,120.45,607.8,2557.4,20.0,46.75
427.5,1111.95,375.2,145.0,1042.3,201.15,5644.15,183.85,66.6,371.6,775.9,7471.15,146.4,80191.45,79.1,1547.95,3902.0,287.75,124.85,1027.9,13.37,197.5,8.92,1084.55,159.2,120.5,627.15,2685.25,21.0,47.3
429.15,1096.0,373.2,144.6,1032.55,201.85,5684.55,181.5,66.4,369.7,772.35,7426.65,148.15,83134.85,77.95,1544.9,4019.5,307.1,125.35,1037.65,12.76,231.7,8.8,1138.75,160.0,119.5,622.7,2719.7,22.05,46.2
430.95,1107.35,369.95,143.15,1022.95,204.15,5826.35,184.1,65.85,379.05,768.2,7328.25,148.1,82800.1,77.0,1576.9,4158.85,313.15,124.55,1048.3,13.01,221.25,8.63,1127.85,165.7,117.8,615.75,2826.95,23.15,45.45
431.65,1096.9,365.25,143.35,1039.85,206.2,5917.55,179.9,64.95,385.1,772.25,7307.05,146.75,81526.5,77.8,1580.3,4095.25,308.85,126.15,1041.95,12.84,222.5,8.51,1111.95,163.35,113.85,597.4,2968.25,24.3,44.15
430.2,1075.8,358.8,142.35,1077.9,207.9,5953.7,179.65,66.3,380.8,763.2,7303.65,145.6,82384.25,77.5,1555.0,4018.1,308.45,127.2,1032.3,12.67,218.5,8.32,1122.5,164.3,112.95,591.05,3116.65,25.5,43.5
427.7,1081.65,351.2,140.25,1088.35,207.8,5876.8,186.05,64.0,382.35,765.85,7165.95,144.5,82222.4,77.15,1541.8,4067.65,300.35,126.65,1037.8,12.6,223.0,8.33,1116.9,163.05,113.55,591.7,3106.1,26.75,44.75
420.8,1067.15,342.05,136.8,1103.4,206.8,5901.1,181.15,63.2,364.4,757.1,7233.25,142.9,81617.25,75.85,1549.7,3960.0,293.55,122.8,1053.55,12.25,216.5,8.07,1111.9,158.8,109.95,579.75,3004.35,28.05,42.55
422.0,1109.1,358.45,138.0,1151.45,207.05,5895.95,184.4,64.55,363.85,764.85,7295.8,144.65,81531.35,75.95,1590.2,4047.2,295.9,126.2,1066.4,12.86,213.15,8.01,1102.1,158.8,114.25,583.0,2967.6,26.65,41.25
429.15,1103.55,353.75,144.4,1143.85,212.35,5780.9,182.6,63.95,362.4,775.2,7290.2,144.1,81141.9,74.9,1590.35,4013.1,292.2,126.55,1121.6,13.41,211.5,7.9,1090.55,164.75,123.0,602.3,2914.05,25.35,40.8
423.3,1103.5,336.1,148.55,1162.3,211.1,5848.9,184.55,62.7,370.05,776.35,7235.6,144.0,80876.0,75.85,1604.05,4136.7,293.7,129.65,1142.8,12.74,212.95,8.06,1075.95,161.3,121.7,597.35,2942.45,26.6,41.25
429.45,1099.9,321.55,152.75,1159.65,208.65,5774.75,183.35,61.5,369.25,769.75,7241.45,142.5,80141.2,75.2,1602.6,4164.4,293.3,129.75,1126.4,12.11,211.6,8.86,1101.15,161.95,139.45,591.05,2916.6,27.9,40.4
425.45,1095.2,299.6,149.15,1157.65,209.15,5845.25,189.95,60.3,359.4,754.95,7150.2,144.0,79929.6,73.8,1605.3,4374.1,293.4,134.0,1118.5,11.6,207.85,8.45,1093.95,161.2,135.95,583.05,3017.85,29.25,41.9
441.75,1099.5,328.45,152.65,1176.4,206.0,5780.95,188.6,60.2,343.0,751.3,6991.9,142.15,79660.8,74.7,1616.85,4384.3,296.65,142.0,1142.7,12.18,214.5,8.42,1079.35,164.0,126.6,604.3,2933.0,30.7,41.0
431.7,1116.55,320.75,153.7,1174.05,205.0,5783.55,184.7,59.45,339.6,756.1,6978.7,143.25,79911.75,75.0,1610.25,4315.75,302.9,142.0,1152.9,11.84,216.55,8.46,1103.55,171.05,128.25,603.2,2993.45,32.2,40.0
434.85,1098.75,313.75,153.0,1185.95,207.25,5777.65,183.8,59.85,344.3,759.65,7075.3,143.85,80399.2,74.75,1631.35,4288.75,304.45,139.45,1148.15,11.74,220.4,8.59,1103.3,172.05,127.6,606.05,3014.7,33.8,40.4
446.45,1100.6,315.3,149.45,1230.9,209.8,5882.1,182.2,59.1,340.7,767.35,7196.3,144.25,81017.35,74.9,1654.1,4281.6,305.2,138.95,1154.75,11.75,216.95,8.35,1093.9,174.1,124.4,596.9,2996.35,35.45,40.45
457.05,1079.8,346.8,146.05,1234.2,208.6,6011.5,175.4,58.0,329.9,758.8,7101.95,144.65,80469.2,73.9,1649.15,4285.6,306.1,137.65,1128.2,11.99,210.35,7.93,1115.55,168.3,126.3,593.65,2916.9,36.15,39.3
441.85,1079.5,356.4,144.05,1215.95,215.15,5888.85,176.7,57.2,324.95,769.25,7026.5,145.35,79750.45,73.95,1654.85,4406.8,301.1,143.05,1134.35,11.91,209.9,7.95,1096.5,167.4,124.35,592.6,2896.45,34.35,40.9
435.65,1080.05,347.15,144.5,1232.6,214.35,5806.15,175.4,57.55,317.7,780.5,7102.2,146.3,79160.05,73.95,1650.35,4417.45,298.95,141.05,1136.6,11.82,217.7,8.57,1098.15,165.05,125.95,598.4,2940.0,36.05,42.9
433.4,1086.05,333.25,137.85,1236.05,213.75,5945.15,171.2,55.95,318.65,766.15,7081.6,143.3,80013.9,74.7,1663.0,4456.75,245.95,134.15,1126.25,11.35,208.75,8.95,1083.5,162.55,121.55,620.85,3081.8,34.25,43.65
426.4,1104.35,320.0,129.1,1223.05,209.8,5930.7,169.25,54.6,310.15,771.95,7001.4,142.25,78830.0,73.2,1676.35,4513.7,228.6,127.2,1100.8,10.81,199.85,8.19,1060.45,155.1,114.15,620.3,3235.85,32.55,41.5
428.0,1094.2,322.4,128.8,1238.0,208.65,5864.15,172.15,54.5,304.8,765.3,7023.85,143.9,77586.9,72.75,1677.45,4441.85,224.7,134.8,1061.4,10.42,197.8,8.88,1054.05,152.8,110.25,606.75,3397.6,33.15,41.0
427.1,1103.2,327.9,133.35,1231.8,208.9,5873.7,173.85,55.8,312.9,773.9,7010.0,144.35,78212.55,72.0,1690.5,4667.7,235.5,134.95,1047.65,10.92,199.4,8.6,1103.0,160.95,119.05,612.55,3483.2,31.5,41.25
431.35,1089.05,329.5,132.3,1243.25,211.3,6090.9,174.45,55.6,312.05,807.55,6999.1,143.8,78818.6,70.85,1712.5,4610.4,234.35,134.0,1053.2,10.72,210.5,8.4,1122.45,165.2,117.4,600.35,3309.05,29.95,41.6
424.85,1067.95,320.2,135.3,1226.1,210.9,5865.15,174.35,54.2,309.5,802.1,6828.8,142.0,78657.15,70.9,1704.75,4620.6,223.8,134.5,1047.9,10.41,205.55,8.14,1126.5,183.35,110.3,584.15,3171.3,28.5,40.55
421.35,1067.6,316.25,130.3,1223.95,209.2,5780.45,175.95,52.7,308.8,832.7,6888.2,139.2,78711.8,71.7,1741.45,4600.85,218.5,130.05,1038.85,10.39,202.45,8.15,1101.85,192.1,111.85,564.45,3161.0,27.1,41.35
419.85,1119.3,314.5,128.5,1233.95,208.95,5732.9,174.05,54.45,301.95,841.6,6841.35,138.45,79353.6,71.2,1733.35,4523.95,223.1,128.4,1038.4,10.13,199.95,8.0,1112.0,187.55,109.55,569.15,3042.85,25.75,41.75
406.95,1126.1,305.8,119.7,1235.85,209.05,5579.45,171.15,51.65,297.1,847.85,6847.55,135.45,78114.0,70.1,1732.15,4434.95,217.25,119.1,1036.85,9.66,194.75,7.86,1107.6,179.5,105.25,533.5,2962.6,24.5,39.7
409.3,1114.0,290.55,110.6,1259.75,206.35,5472.2,175.2,51.45,293.85,832.4,6826.75,134.0,76183.2,67.9,1739.2,4415.6,216.95,115.2,1079.5,9.18,186.6,7.61,1067.5,188.4,99.45,506.3,2814.5,25.7,38.55
417.55,1162.05,294.7,114.35,1266.1,205.7,5464.35,177.6,53.25,302.2,836.8,6808.4,136.25,77153.7,68.05,1720.75,4581.6,224.9,119.2,1142.45,8.78,194.5,7.69,1097.5,188.1,103.55,531.0,2884.25,26.95,40.35
416.2,1248.25,310.55,116.95,1204.2,206.4,5368.15,179.95,53.05,338.55,835.7,6715.8,138.85,77066.4,69.6,1737.2,4722.3,221.65,119.3,1173.75,8.83,192.4,7.73,1095.65,192.1,108.2,538.75,2843.45,27.95,39.7
410.8,1288.75,305.4,115.2,1215.85,204.7,5289.35,181.3,52.0,347.05,852.9,6609.05,137.35,76543.8,69.5,1726.95,4740.4,219.6,115.3,1174.65,9.01,191.45,7.8,1093.2,197.1,109.1,550.05,2768.5,26.6,39.45
412.35,1381.1,294.05,115.7,1235.9,205.9,5296.9,185.25,54.15,335.25,847.45,6605.8,138.6,76928.9,70.6,1708.45,4766.15,221.0,118.2,1179.95,9.01,202.7,7.7,1086.1,212.5,107.45,535.95,2792.1,25.3,40.45
